bird_id,bird_model_id,start_odometer,end_odometer,start_timestamp,end_timestamp,rider_id,rider_age,ride_rating,ride_neighborhood,ride_triggered_maintenance
36,2,1230.11,1244.9,1523056234,1523058097,82,37,1,hollywood,FALSE
151,2,1301.61,1316.24,1523102525,1523104415,20,60,5,echo park,FALSE
51,2,923.23,939.03,1522964556,1522966512,70,22,5,pasadena,FALSE
149,2,1275.93,1294.47,1523137176,1523142139,75,27,2,santa monica,FALSE
88,2,1194.75,1199.87,1523097999,1523098876,5,56,5,playa vista,FALSE
294,1,982.1,1021.08,1522989676,1523000467,29,54,5,brentwood,FALSE
421,2,1160.37,1202.51,1523071744,1523090469,10,36,4,venice,FALSE
279,2,1256.59,1261.26,1523025148,1523027312,17,27,5,culver city,FALSE
229,1,967.54,997.92,1522991823,1522995944,84,49,1,downtown,FALSE
114,1,943.97,958.95,1522976938,1522982449,81,18,5,culver city,FALSE
125,1,1249.07,1276.37,1523067483,1523073818,67,38,1,culver city,FALSE
13,1,1201.92,1203.48,1523051654,1523051880,26,38,4,playa vista,TRUE
103,2,1061.54,1075.43,1523079976,1523083419,67,38,4,echo park,FALSE
494,1,1064.62,1103.29,1523048955,1523054402,90,40,5,culver city,FALSE
5,2,1214.72,1256.63,1523108925,1523128864,26,38,1,brentwood,FALSE
419,1,1420.47,1423.08,1523137011,1523137362,28,51,5,downtown,FALSE
13,1,1203.48,1241.8,1523055372,1523062368,50,30,5,playa vista,FALSE
140,1,1177.1,1185.53,1523068202,1523070064,49,29,4,culver city,FALSE
10,2,1197.67,1236.17,1523093900,1523110947,64,29,5,west hollywood,FALSE
12,1,1157.91,1166.25,1523057924,1523059439,24,21,1,playa vista,FALSE
51,2,939.03,960.21,1522973546,1522979938,83,57,5,west hollywood,FALSE
139,1,1279.4,1298.98,1523156007,1523162926,61,45,5,hollywood,FALSE
175,2,1213.4,1234.58,1523050861,1523057167,17,27,5,brentwood,FALSE
31,2,1143.74,1152.02,1523032972,1523034285,46,47,2,venice,TRUE
422,1,1090.68,1096.09,1522980324,1522981028,91,40,5,venice,FALSE
235,2,1095.66,1128.15,1523010948,1523014907,92,42,5,pasadena,FALSE
94,2,1308.46,1331.45,1523090976,1523093804,21,31,5,venice,FALSE
320,2,1087.44,1115.93,1522974999,1522979693,39,29,5,echo park,FALSE
486,2,1282.78,1326.61,1523096028,1523111633,22,59,2,santa monica,TRUE
155,2,1088.14,1102.51,1523046692,1523053628,47,41,1,west hollywood,FALSE
407,1,808.57,845.21,1522965968,1522973413,92,42,1,playa vista,FALSE
259,1,1202.93,1247.78,1523102468,1523113282,34,36,4,playa vista,FALSE
119,1,1234.94,1238.83,1523155272,1523156174,18,55,4,culver city,FALSE
149,2,1294.47,1330.59,1523145090,1523152849,79,33,5,pasadena,FALSE
200,1,1045.32,1046.46,1522984550,1522985225,14,41,1,downtown,TRUE
23,2,1393.09,1401.53,1523163930,1523165995,72,18,2,downtown,TRUE
389,1,1173.8,1206.21,1523124656,1523131978,64,29,3,santa monica,FALSE
239,1,876.38,917.84,1523029818,1523034925,6,55,1,hollywood,TRUE
171,1,1146.17,1148.93,1523061521,1523061869,13,54,1,echo park,FALSE
385,1,1103.11,1139.27,1523047608,1523052364,21,31,5,santa monica,TRUE
248,1,1344.27,1345.29,1523206438,1523206570,3,18,4,downtown,FALSE
339,1,1233.61,1245.67,1523094602,1523096531,66,36,5,culver city,FALSE
490,1,964.65,966.74,1523007782,1523009049,9,23,5,venice,FALSE
482,2,915.45,929.45,1522939200,1522942552,42,28,5,santa monica,FALSE
252,2,1038.24,1048.96,1523047822,1523052878,20,60,5,playa vista,FALSE
92,1,770.9,802.23,1522937300,1522942117,48,52,4,pasadena,TRUE
347,1,975.77,987.96,1523010704,1523013794,12,51,2,santa monica,FALSE
428,2,878.63,889.49,1522971056,1522975285,80,35,5,echo park,FALSE
428,2,889.49,891.74,1522975345,1522975621,71,64,5,venice,FALSE
245,2,1296.67,1334.61,1523111592,1523117687,4,56,1,playa vista,TRUE
378,1,1009.36,1051.78,1523003867,1523010615,44,24,3,west hollywood,FALSE
251,2,1286.76,1323.85,1523116517,1523127107,94,52,5,west hollywood,FALSE
46,2,1171.36,1210.35,1523134438,1523142483,16,21,5,venice,FALSE
279,2,1261.26,1265.36,1523029230,1523031178,35,52,2,culver city,FALSE
249,1,1470,1484.47,1523186473,1523189815,96,19,4,downtown,FALSE
35,1,1244.19,1262.83,1523085899,1523089650,32,62,5,culver city,FALSE
199,2,1159.46,1176.78,1523048008,1523050502,81,18,4,west hollywood,FALSE
493,2,1280.23,1295.89,1523122903,1523127591,73,20,5,west hollywood,TRUE
175,2,1234.58,1274.38,1523057275,1523068245,98,52,4,santa monica,TRUE
423,2,960.6,1005.52,1523008986,1523015413,24,21,5,playa vista,TRUE
419,1,1423.08,1426.35,1523139258,1523139708,90,40,1,venice,TRUE
290,1,1209.84,1223.48,1523098888,1523108324,69,49,1,santa monica,FALSE
319,1,803.79,840.26,1522927532,1522938113,43,36,2,pasadena,FALSE
330,1,1163.87,1185.41,1523123708,1523136761,78,55,5,west hollywood,FALSE
140,1,1185.53,1190.99,1523074535,1523076440,82,37,5,pasadena,FALSE
5,2,1256.63,1280.32,1523131951,1523135249,68,59,4,brentwood,TRUE
159,1,1267.41,1312.4,1523206848,1523212288,38,48,5,pasadena,TRUE
73,1,1475.9,1498.14,1523212679,1523216013,51,65,5,echo park,TRUE
61,1,1031.04,1057.52,1523060209,1523077683,27,53,5,brentwood,FALSE
212,2,783.09,806.56,1522968544,1522973934,92,42,5,venice,FALSE
233,2,1226.8,1257.16,1523061176,1523067343,88,35,5,venice,FALSE
421,2,1202.51,1216.8,1523095465,1523097180,0,47,3,hollywood,FALSE
302,1,1312.15,1351.17,1523150128,1523156707,24,21,3,brentwood,TRUE
380,1,1438.95,1472.12,1523104849,1523109269,29,54,5,echo park,FALSE
401,1,1226.07,1254.19,1523062347,1523068186,79,33,4,santa monica,FALSE
268,1,1349.37,1368.38,1523188130,1523201072,89,24,4,downtown,FALSE
431,1,1111.29,1125.39,1523076947,1523086019,54,37,5,west hollywood,FALSE
478,1,1236.26,1243.55,1523100568,1523104857,90,40,5,west hollywood,FALSE
369,1,1110.79,1153.05,1523197163,1523206496,29,54,4,west hollywood,FALSE
190,1,947.65,977.49,1522961375,1522972589,32,62,4,hollywood,FALSE
396,2,1085,1095.1,1523078869,1523081078,21,31,4,ucla,FALSE
351,1,1256.26,1265.56,1523099577,1523102235,34,36,3,downtown,FALSE
273,1,753.3,760.94,1522898388,1522899501,76,48,4,pasadena,FALSE
185,1,1150.95,1182.01,1523045224,1523051121,27,53,5,echo park,TRUE
218,1,1081.23,1089.27,1522989133,1522990414,13,54,1,playa vista,FALSE
329,1,1533.06,1552.31,1523120556,1523126545,84,49,1,hollywood,TRUE
8,1,1111.33,1120.96,1523052534,1523054016,58,58,5,pasadena,FALSE
196,1,969.67,999.74,1523085464,1523095197,60,63,4,playa vista,FALSE
302,1,1351.17,1388.55,1523160363,1523172101,56,31,4,downtown,FALSE
319,1,840.26,861.77,1522942379,1522949236,76,48,4,echo park,FALSE
50,1,996.65,1026.38,1522953290,1522967517,30,24,4,santa monica,FALSE
353,2,1021.13,1045.99,1523019779,1523024922,47,41,1,venice,FALSE
478,1,1243.55,1257.27,1523109595,1523112243,37,63,5,ucla,FALSE
246,1,980.5,1017.06,1522944552,1522965642,74,58,2,pasadena,FALSE
349,2,716.02,739.05,1522955476,1522962369,34,36,5,ucla,FALSE
224,2,1127,1167.69,1523001044,1523015274,60,63,5,pasadena,FALSE
410,1,925.96,928.03,1522964498,1522964759,50,30,4,brentwood,FALSE
168,2,1102.24,1132.18,1523064723,1523070309,99,54,1,playa vista,FALSE
309,1,878.31,907.96,1522953882,1522959264,76,48,5,ucla,FALSE
396,2,1095.1,1130.65,1523082638,1523095576,15,21,2,venice,FALSE
309,1,907.96,943.98,1522965004,1522981241,5,56,4,downtown,FALSE
252,2,1048.96,1076.82,1523058568,1523075680,31,53,1,santa monica,FALSE
60,2,1424.73,1464.37,1523145536,1523151239,7,51,5,pasadena,FALSE
136,1,1153.57,1184.4,1523043137,1523048066,9,23,5,downtown,FALSE
496,2,1417.71,1460.38,1523087133,1523092535,14,41,5,culver city,FALSE
329,1,1552.31,1561.72,1523133250,1523139699,77,55,4,hollywood,TRUE
498,2,1363.61,1397.92,1523098981,1523109468,72,18,4,hollywood,TRUE
128,1,954.72,993.08,1523020535,1523034386,1,47,1,santa monica,FALSE
122,2,1119.89,1161.07,1523120328,1523130736,61,45,5,echo park,FALSE
348,1,1319.97,1322.17,1523141508,1523143079,2,64,4,west hollywood,FALSE
326,2,1213.8,1242.75,1523059332,1523062829,86,24,5,downtown,FALSE
38,2,902.03,944.58,1523003043,1523018330,61,45,5,downtown,FALSE
100,1,1381.38,1391.35,1523112932,1523116154,1,47,4,venice,FALSE
143,2,1051.78,1056.89,1522987903,1522990299,40,35,5,downtown,FALSE
352,2,1227.87,1269.28,1523113028,1523118431,99,54,5,venice,TRUE
229,1,997.92,1013.81,1522998499,1523009388,80,35,1,hollywood,FALSE
108,1,1089.16,1133.93,1523031359,1523038165,61,45,3,santa monica,TRUE
267,2,970.27,1015.15,1522922275,1522931939,82,37,5,ucla,FALSE
313,1,1155.8,1171.5,1523072677,1523074975,59,36,5,west hollywood,TRUE
365,1,1098.37,1127.16,1523095688,1523100512,57,51,5,hollywood,FALSE
228,1,1364.48,1366.54,1523169146,1523169621,39,29,5,hollywood,TRUE
106,1,800.34,817.97,1522919519,1522921640,95,64,2,echo park,FALSE
304,2,1201.94,1238.36,1523093605,1523107498,69,49,5,ucla,FALSE
430,2,904.17,935.42,1522939016,1522944227,5,56,5,playa vista,TRUE
481,1,1049.4,1074.09,1523049088,1523058140,25,50,4,pasadena,FALSE
409,1,1169.04,1170.06,1522989017,1522989181,38,48,5,brentwood,FALSE
255,1,1127.67,1165.04,1523017307,1523024544,45,33,3,venice,TRUE
119,1,1238.83,1277.09,1523159306,1523165327,12,51,4,downtown,TRUE
314,1,1458.79,1491.1,1523167154,1523174435,4,56,4,santa monica,TRUE
437,2,875.31,893.39,1522941869,1522944190,48,52,3,brentwood,TRUE
328,2,768.51,788.52,1522928121,1522938558,45,33,4,santa monica,FALSE
174,2,1043.54,1076.26,1522994792,1523000084,91,40,5,downtown,TRUE
157,2,1318.52,1319.86,1523064868,1523065109,3,18,5,west hollywood,TRUE
373,1,805.32,824.71,1522907694,1522911845,40,35,5,playa vista,FALSE
482,2,929.45,967.67,1522945499,1522955107,57,51,5,brentwood,FALSE
430,2,935.42,968.26,1522947185,1522954835,11,64,3,ucla,FALSE
380,1,1472.12,1484.97,1523113085,1523115425,20,60,5,west hollywood,FALSE
161,2,1191.52,1193.05,1523092345,1523092679,65,28,4,ucla,FALSE
189,2,1261.55,1277.37,1523162067,1523164224,90,40,5,brentwood,TRUE
211,1,1048.07,1052.08,1523025711,1523027576,11,64,5,west hollywood,FALSE
202,1,949.33,991.31,1522976019,1522982664,87,44,2,echo park,FALSE
218,1,1089.27,1128.12,1522995675,1523002989,96,19,4,west hollywood,FALSE
64,1,1056.79,1057.9,1523045096,1523045539,15,21,3,playa vista,FALSE
439,2,1128.73,1134.64,1523064953,1523065705,32,62,5,echo park,TRUE
305,2,1045.21,1058.16,1523069278,1523071364,39,29,5,playa vista,TRUE
371,2,1118.59,1125.04,1523043530,1523045160,31,53,2,santa monica,FALSE
346,1,1083.58,1089.21,1522978335,1522982331,32,62,4,pasadena,FALSE
169,1,942.57,977.94,1522980179,1522986431,76,48,5,culver city,FALSE
291,2,1125.95,1163.15,1523062543,1523069170,31,53,3,hollywood,FALSE
410,1,928.03,971.94,1522968567,1522975522,25,50,2,echo park,FALSE
453,1,882.14,921.66,1522989384,1522994569,51,65,5,hollywood,FALSE
151,2,1316.24,1341.52,1523108142,1523111184,37,63,4,ucla,FALSE
79,1,1116.29,1151.7,1523031818,1523039118,22,59,4,playa vista,FALSE
221,1,876.77,907.37,1523047750,1523052955,50,30,1,hollywood,TRUE
355,1,1248.58,1281.2,1523115895,1523125792,86,24,2,hollywood,FALSE
429,1,1168.05,1170.01,1523116444,1523116987,49,29,1,pasadena,FALSE
41,2,1424.8,1465.01,1523146602,1523152503,87,44,4,hollywood,FALSE
217,1,953.12,988.89,1523018955,1523031042,81,18,4,ucla,FALSE
281,1,928.89,950.45,1523049549,1523052388,80,35,1,west hollywood,FALSE
316,2,1293.11,1309.5,1523193212,1523195312,91,40,1,playa vista,FALSE
194,1,1048.34,1056.2,1523117943,1523119341,18,55,1,culver city,TRUE
305,2,1058.16,1065.83,1523075156,1523078520,29,54,5,pasadena,FALSE
365,1,1127.16,1135.57,1523100864,1523102350,69,49,2,hollywood,FALSE
137,2,1161.52,1190.34,1523083096,1523095834,5,56,3,ucla,FALSE
93,1,1320.73,1343.25,1523161885,1523165330,68,59,2,hollywood,FALSE
492,1,939.21,954.6,1522935890,1522938498,22,59,5,playa vista,FALSE
116,1,1164.05,1176.91,1523098222,1523102600,27,53,3,venice,FALSE
245,2,1334.61,1365.76,1523118411,1523131942,91,40,2,santa monica,TRUE
205,2,1009.84,1054.53,1522965353,1522980256,8,33,5,west hollywood,FALSE
342,2,1081.25,1106.28,1523024206,1523028238,92,42,5,west hollywood,FALSE
126,2,889.24,925.15,1522959655,1522970394,62,22,5,downtown,FALSE
73,1,1498.14,1527.93,1523221255,1523225346,78,55,3,echo park,FALSE
252,2,1076.82,1109.08,1523082391,1523093751,86,24,3,culver city,FALSE
52,1,1040.29,1065.61,1522960751,1522968371,77,55,5,brentwood,FALSE
482,2,967.67,976.46,1522955973,1522957625,54,37,5,playa vista,FALSE
166,1,1091.09,1092.59,1523104218,1523104966,8,33,4,santa monica,FALSE
268,1,1368.38,1409.31,1523205635,1523214623,45,33,2,hollywood,FALSE
208,2,1452.98,1455.02,1523145259,1523145636,55,64,5,santa monica,FALSE
455,2,1070.54,1088.82,1523096316,1523105729,43,36,5,pasadena,FALSE
10,2,1236.17,1280.56,1523114513,1523127164,18,55,4,downtown,TRUE
407,1,845.21,854.29,1522974725,1522975824,18,55,5,santa monica,TRUE
317,1,1423.58,1428.52,1523117846,1523118720,8,33,2,ucla,FALSE
221,1,907.37,928.41,1523057898,1523063100,73,20,4,ucla,FALSE
196,1,999.74,1024.77,1523100862,1523107502,80,35,3,brentwood,FALSE
285,2,1006.58,1010.58,1523056048,1523057361,15,21,5,hollywood,FALSE
57,1,1153.59,1178.59,1523077788,1523082270,62,22,2,hollywood,FALSE
71,1,884.68,908.9,1522877880,1522881204,61,45,1,downtown,TRUE
219,2,1019.22,1034.28,1522947475,1522950931,61,45,1,santa monica,FALSE
305,2,1065.83,1078.17,1523079125,1523080904,1,47,5,santa monica,TRUE
31,2,1152.02,1196.41,1523039869,1523047686,20,60,4,venice,FALSE
11,1,1289.14,1323.98,1523116959,1523123433,29,54,1,brentwood,TRUE
25,2,1100.5,1115.91,1523037937,1523039844,51,65,4,santa monica,TRUE
182,2,1102.39,1138.37,1523017439,1523024780,46,47,5,hollywood,TRUE
186,1,1142.86,1153.88,1523073166,1523075034,48,52,5,pasadena,TRUE
381,1,1290.19,1314.88,1523120610,1523124017,69,49,2,brentwood,FALSE
359,1,661.06,694.19,1522867847,1522875341,24,21,4,brentwood,FALSE
178,1,1216.55,1228.99,1523081764,1523083366,40,35,5,hollywood,TRUE
233,2,1257.16,1278.88,1523072818,1523077196,74,58,5,brentwood,FALSE
363,1,1473.16,1504.56,1523174157,1523183940,14,41,5,playa vista,TRUE
210,2,1215.28,1245.98,1523061722,1523071498,46,47,5,brentwood,FALSE
397,2,1167.46,1195.27,1522983237,1522996866,99,54,5,hollywood,FALSE
206,2,1468.55,1479.53,1523158731,1523160872,65,28,5,west hollywood,FALSE
154,1,995.09,1005.64,1522992265,1522993544,36,55,3,playa vista,TRUE
336,1,1282.72,1290.66,1523061584,1523062898,95,64,4,hollywood,TRUE
388,1,851,860.68,1522986172,1522987756,83,57,2,ucla,FALSE
353,2,1045.99,1079.42,1523025768,1523030136,71,64,5,echo park,TRUE
342,2,1106.28,1137.61,1523029382,1523039050,91,40,5,culver city,FALSE
10,2,1280.56,1300.65,1523133979,1523136417,50,30,5,santa monica,FALSE
415,1,1074.34,1076.28,1523007423,1523008776,73,20,4,ucla,FALSE
73,1,1527.93,1571.48,1523225607,1523233479,45,33,4,culver city,FALSE
77,2,858.89,879.81,1522987403,1522992300,85,59,4,brentwood,FALSE
383,2,1232.69,1256.53,1523121336,1523130491,15,21,5,downtown,FALSE
178,1,1228.99,1233.44,1523084682,1523085531,52,55,4,santa monica,TRUE
105,2,1079.28,1082.45,1523035740,1523036337,99,54,2,playa vista,TRUE
132,1,818.53,847.12,1522960871,1522970751,52,55,5,playa vista,FALSE
489,1,1328.77,1373.07,1523121932,1523127890,97,49,2,echo park,TRUE
206,2,1479.53,1521.97,1523161579,1523171066,24,21,3,venice,FALSE
409,1,1170.06,1188.87,1522993843,1522998146,66,36,5,west hollywood,FALSE
274,1,891.85,902.48,1522918422,1522921919,73,20,3,west hollywood,FALSE
12,1,1166.25,1170.98,1523060405,1523061170,27,53,1,santa monica,FALSE
153,1,1419.44,1457.32,1523183056,1523193037,59,36,5,brentwood,FALSE
353,2,1079.42,1087.51,1523033191,1523034261,95,64,5,brentwood,FALSE
231,1,1119.65,1153.69,1523084005,1523094079,31,53,5,brentwood,FALSE
474,1,1015.65,1049.29,1523000354,1523004779,70,22,5,venice,TRUE
159,1,1312.4,1347.4,1523218789,1523231890,58,58,5,hollywood,FALSE
195,2,1053.31,1098.16,1523071672,1523081923,21,31,1,downtown,TRUE
402,1,1181.46,1205.19,1523102083,1523108336,1,47,4,echo park,FALSE
269,1,1129.01,1131.84,1523096569,1523096955,76,48,1,hollywood,FALSE
305,2,1078.17,1122.82,1523086963,1523109550,30,24,2,playa vista,TRUE
198,1,1075.92,1110.31,1523038204,1523050164,54,37,5,brentwood,FALSE
383,2,1256.53,1293.24,1523132118,1523137746,76,48,5,echo park,FALSE
396,2,1130.65,1138.74,1523101398,1523102573,91,40,4,downtown,FALSE
252,2,1109.08,1145.76,1523096533,1523112865,55,64,5,pasadena,FALSE
260,1,1399.37,1430.96,1523159739,1523163821,46,47,4,venice,TRUE
271,2,1201.55,1228.13,1523086623,1523090333,60,63,2,culver city,TRUE
97,1,992.33,1016.06,1523003026,1523012526,65,28,1,culver city,FALSE
172,1,897.15,899.86,1522968463,1522968958,96,19,5,pasadena,TRUE
9,1,1316.97,1354.03,1523209538,1523217045,0,47,5,echo park,TRUE
373,1,824.71,846.43,1522914951,1522922346,48,52,5,brentwood,FALSE
144,2,1000.47,1026.89,1522968760,1522973035,23,36,5,brentwood,TRUE
485,1,1031.85,1043.69,1523060116,1523063380,98,52,4,hollywood,FALSE
274,1,902.48,941.41,1522925132,1522931118,53,45,4,echo park,TRUE
26,2,1372.18,1396.93,1523190088,1523195897,97,49,4,hollywood,FALSE
66,2,1013.36,1038.27,1523031599,1523040747,28,51,1,hollywood,FALSE
371,2,1125.04,1142.7,1523048147,1523052552,76,48,5,santa monica,FALSE
443,1,991.9,1009.26,1522972202,1522976949,60,63,1,brentwood,FALSE
201,1,1410.6,1421.57,1523228159,1523233215,35,52,1,echo park,FALSE
242,1,1296.57,1330.43,1523072034,1523079066,63,40,4,santa monica,FALSE
68,1,1081.4,1115.22,1523132442,1523136795,91,40,4,west hollywood,TRUE
327,1,994.99,1001.02,1522988693,1522992845,8,33,2,hollywood,FALSE
241,1,1126.69,1152.47,1523039899,1523049601,53,45,4,west hollywood,FALSE
374,2,1261.44,1279.32,1523103865,1523110430,4,56,1,downtown,FALSE
294,1,1021.08,1044.43,1523007477,1523011311,40,35,5,hollywood,TRUE
374,2,1279.32,1282.63,1523113854,1523115700,95,64,4,echo park,TRUE
261,1,1188.53,1220.5,1523091069,1523103124,23,36,5,downtown,FALSE
317,1,1428.52,1440.75,1523125142,1523127473,23,36,1,playa vista,FALSE
48,1,699.35,742.13,1522899658,1522905103,44,24,5,brentwood,FALSE
121,1,1197.16,1212.97,1523185946,1523188121,92,42,4,west hollywood,FALSE
205,2,1054.53,1086.68,1522984864,1522996831,93,32,5,venice,FALSE
327,1,1001.02,1015.63,1522995303,1522997840,43,36,5,west hollywood,TRUE
266,2,787.29,811.78,1522998006,1523002119,3,18,5,hollywood,FALSE
104,1,1059.03,1074.22,1523036157,1523038622,27,53,4,santa monica,TRUE
42,2,1103.79,1104.93,1523023401,1523024020,40,35,4,downtown,FALSE
82,2,1519.75,1524.73,1523181652,1523183475,20,60,1,venice,FALSE
64,1,1057.9,1096.25,1523049436,1523055765,73,20,1,venice,FALSE
442,1,1561.64,1600.35,1523284834,1523292358,34,36,1,ucla,TRUE
45,1,933.27,955.43,1523014938,1523020585,88,35,5,hollywood,FALSE
285,2,1010.58,1028.02,1523061411,1523072759,25,50,4,echo park,FALSE
21,1,1085.76,1102.55,1523003208,1523009587,52,55,2,downtown,TRUE
307,2,1369.04,1391.65,1523106834,1523113305,38,48,5,pasadena,FALSE
472,2,1268.83,1289.86,1523043261,1523050989,74,58,5,hollywood,FALSE
376,1,1165.92,1177.87,1523129756,1523136273,96,19,1,brentwood,FALSE
310,1,1101.79,1135.94,1523047209,1523051963,89,24,4,santa monica,FALSE
459,1,1011.51,1053.95,1523035574,1523050632,59,36,4,echo park,FALSE
358,1,880.12,911.1,1522994185,1523001183,90,40,4,pasadena,FALSE
348,1,1322.17,1362.99,1523144896,1523155003,61,45,4,west hollywood,FALSE
152,1,1251.92,1280.96,1523031045,1523041379,28,51,4,west hollywood,FALSE
322,1,1293.1,1324.34,1523080513,1523087837,23,36,5,culver city,FALSE
489,1,1373.07,1380.38,1523132542,1523133573,40,35,5,venice,TRUE
179,2,1100.44,1140.33,1523042941,1523054279,85,59,1,ucla,TRUE
412,1,1148.06,1157.39,1523153689,1523155982,42,28,1,west hollywood,FALSE
445,2,1189.52,1231.41,1523003388,1523014314,50,30,5,downtown,TRUE
414,1,914.94,956.77,1522930475,1522936498,98,52,5,playa vista,TRUE
183,2,1087.68,1096.72,1523088636,1523090194,6,55,2,brentwood,FALSE
479,2,1048.04,1069.36,1522978027,1522981815,27,53,5,santa monica,FALSE
285,2,1028.02,1037.57,1523074885,1523076562,50,30,4,venice,FALSE
95,2,1191.42,1233.47,1523156185,1523161697,82,37,5,playa vista,FALSE
222,2,1268,1271.66,1523099144,1523099601,79,33,5,hollywood,TRUE
420,1,1636.96,1640.39,1523174968,1523175446,67,38,5,santa monica,FALSE
415,1,1076.28,1083.21,1523011699,1523012772,94,52,1,playa vista,FALSE
34,2,1062.81,1093.44,1523047511,1523055435,73,20,5,hollywood,FALSE
419,1,1426.35,1431.19,1523142671,1523143277,80,35,5,west hollywood,FALSE
368,1,1180.44,1203.71,1523047958,1523053179,30,24,4,culver city,FALSE
374,2,1282.63,1325.66,1523120210,1523129109,2,64,1,venice,FALSE
108,1,1133.93,1134.96,1523040307,1523040453,87,44,1,venice,FALSE
13,1,1241.8,1267.55,1523067962,1523074745,64,29,5,ucla,FALSE
54,2,1200.54,1222.34,1523068642,1523081250,64,29,2,santa monica,FALSE
482,2,976.46,982.21,1522963083,1522964219,61,45,2,santa monica,FALSE
319,1,861.77,867.88,1522950032,1522951155,52,55,4,culver city,TRUE
299,1,999.97,1038.53,1523022570,1523028521,64,29,5,pasadena,FALSE
186,1,1153.88,1174.63,1523078077,1523081690,4,56,3,santa monica,FALSE
219,2,1034.28,1048.26,1522953696,1522956065,89,24,1,playa vista,FALSE
107,1,1090.63,1124.56,1523041540,1523054641,80,35,1,venice,FALSE
145,2,992.46,1015.09,1522987661,1522990725,40,35,1,brentwood,FALSE
498,2,1397.92,1406.13,1523109627,1523114694,69,49,5,echo park,FALSE
182,2,1138.37,1143,1523030426,1523031661,21,31,4,brentwood,FALSE
161,2,1193.05,1237.6,1523099636,1523118225,98,52,5,brentwood,FALSE
412,1,1157.39,1168.52,1523157409,1523158947,50,30,5,downtown,FALSE
397,2,1195.27,1206.74,1523002941,1523004629,26,38,5,venice,FALSE
183,2,1096.72,1136.48,1523092479,1523099568,15,21,5,brentwood,TRUE
5,2,1280.32,1294.88,1523137401,1523141511,88,35,4,west hollywood,FALSE
37,1,1267.43,1294.45,1523080775,1523084712,10,36,5,hollywood,FALSE
311,1,950.94,977.33,1522929023,1522936564,91,40,5,echo park,FALSE
53,2,1126.1,1154.93,1523141944,1523161739,82,37,5,downtown,FALSE
11,1,1323.98,1331.26,1523126767,1523128136,53,45,4,venice,FALSE
466,2,1061.64,1079.08,1523048069,1523050785,6,55,1,brentwood,TRUE
74,1,1344.7,1372.99,1523168583,1523178164,6,55,2,venice,FALSE
425,2,1071.36,1102.2,1522990848,1522997619,41,31,5,brentwood,FALSE
51,2,960.21,973.91,1522982587,1522985165,78,55,5,pasadena,FALSE
211,1,1052.08,1057.25,1523027884,1523030873,20,60,5,brentwood,FALSE
495,1,1455.6,1485,1523174842,1523192082,92,42,4,downtown,FALSE
137,2,1190.34,1217.56,1523102373,1523107026,17,27,1,playa vista,FALSE
484,1,990.35,992.38,1523070865,1523071376,96,19,5,ucla,FALSE
409,1,1188.87,1210.84,1523004552,1523009241,57,51,1,venice,FALSE
247,1,1136.17,1144.33,1523077336,1523081047,9,23,2,hollywood,FALSE
494,1,1103.29,1111.66,1523056735,1523058006,58,58,4,west hollywood,TRUE
471,2,1084.12,1088.8,1523031325,1523031927,54,37,5,hollywood,TRUE
387,2,1256.61,1295.01,1523107990,1523114244,24,21,3,santa monica,TRUE
130,1,1433.83,1440.01,1523149539,1523150875,44,24,5,echo park,TRUE
143,2,1056.89,1060.7,1522996910,1522997558,31,53,1,west hollywood,FALSE
71,1,908.9,950.84,1522881579,1522887741,38,48,5,brentwood,FALSE
141,2,1041.31,1050.06,1523038215,1523039700,49,29,4,culver city,FALSE
328,2,788.52,818.74,1522938742,1522949515,65,28,1,santa monica,TRUE
492,1,954.6,956.55,1522939132,1522939511,21,31,3,downtown,FALSE
427,2,1186.4,1191.41,1523053855,1523054472,89,24,4,downtown,TRUE
479,2,1069.36,1109.05,1522982165,1523002230,43,36,5,pasadena,FALSE
251,2,1323.85,1340.81,1523132973,1523137482,47,41,5,hollywood,FALSE
455,2,1088.82,1124.09,1523106849,1523128323,57,51,5,echo park,FALSE
209,1,1347.4,1353.36,1523167935,1523170375,92,42,1,west hollywood,TRUE
378,1,1051.78,1088.2,1523012366,1523020283,6,55,5,playa vista,TRUE
256,2,971.9,1004.08,1523008743,1523017004,62,22,2,culver city,FALSE
71,1,950.84,982.69,1522888935,1522895089,91,40,4,ucla,TRUE
493,2,1295.89,1333.28,1523129712,1523138411,56,31,5,culver city,FALSE
400,1,1293.95,1328.82,1523211311,1523218714,22,59,2,playa vista,FALSE
107,1,1124.56,1150.41,1523055076,1523059481,36,55,5,culver city,TRUE
490,1,966.74,1009.01,1523009589,1523035598,60,63,1,west hollywood,FALSE
115,2,1127.39,1129.82,1522996438,1522996740,59,36,1,brentwood,TRUE
446,1,1151.36,1195.55,1523116310,1523147244,3,18,5,echo park,FALSE
392,1,995.43,1029.94,1522972327,1522978879,46,47,1,brentwood,TRUE
82,2,1524.73,1533.24,1523190505,1523192365,91,40,4,downtown,TRUE
153,1,1457.32,1460.35,1523196232,1523196664,98,52,1,echo park,FALSE
68,1,1115.22,1130.43,1523143302,1523148608,37,63,1,hollywood,FALSE
472,2,1289.86,1327.11,1523055545,1523060580,74,58,5,pasadena,TRUE
248,1,1345.29,1351.59,1523211803,1523213681,83,57,5,echo park,FALSE
106,1,817.97,857.5,1522922243,1522931441,65,28,4,echo park,FALSE
